 num     #instances         #bytes  class name (module)
 666:            13            416  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@11.0.2)
 667:            13            416  java.util.Stack (java.base@11.0.2)
 668:            26            416  sun.awt.X11.XBaseWindow$StateLock (java.desktop@11.0.2)
 669:             1            408  adams.gui.chooser.FileChooserPanel
 670:             1            408  adams.gui.core.BaseStatusBar
 671:             1            408  adams.gui.flow.FlowMultiPagePane$FlowTitleRenderer
 672:            17            408  java.io.FilePermissionCollection (java.base@11.0.2)
 673:            17            408  java.time.Duration (java.base@11.0.2)
 674:            17            408  java.util.regex.Pattern$GroupHead (java.base@11.0.2)
 675:            17            408  java.util.regex.Pattern$GroupTail (java.base@11.0.2)
 676:             1            408  javax.swing.Popup$HeavyWeightWindow (java.desktop@11.0.2)
 677:            21            400  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@11.0.2)
 678:            10            400  adams.flow.sink.sequenceplotter.NoErrorPaintlet
 679:            10            400  adams.flow.sink.sequenceplotter.NoMarkers
 680:            10            400  adams.flow.sink.sequenceplotter.SimplePlotUpdater
 681:             1            400  adams.gui.core.SearchPanel
 682:            10            400  java.lang.OutOfMemoryError (java.base@11.0.2)
 683:            10            400  java.util.IdentityHashMap (java.base@11.0.2)
 684:            25            400  javax.swing.JTextField$ScrollRepainter (java.desktop@11.0.2)
 685:            25            400  javax.swing.text.html.CSS$Value (java.desktop@11.0.2)
 686:            25            400  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@11.0.2)
 687:             9            392  [Ljava.lang.invoke.MethodType; (java.base@11.0.2)
 688:             1            392  adams.gui.core.BaseComboBox
 689:             1            392  adams.gui.core.ParameterPanel
 690:             1            392  adams.gui.scripting.ScriptingEngineThread
 691:             7            392  com.jidesoft.plaf.basic.BasicJideButtonUI
 692:             1            392  java.awt.EventDispatchThread (java.desktop@11.0.2)
 693:             1            392  javax.swing.plaf.basic.BasicComboBoxRenderer$UIResource (java.desktop@11.0.2)
 694:            16            384  adams.core.base.BaseRegExp
 695:             8            384  adams.data.conversion.StringToString
 696:            24            384  adams.gui.core.BaseShortcut
 697:             1            384  adams.gui.flow.tab.Clipboard
 698:             6            384  adams.gui.visualization.sequence.CirclePaintlet
 699:             1            384  com.intellij.rt.execution.application.AppMainV2$1
 700:             1            384  java.lang.ref.Finalizer$FinalizerThread (java.base@11.0.2)
 701:            24            384  java.util.HashMap$EntrySet (java.base@11.0.2)
 702:             8            384  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@11.0.2)
 703:            16            384  java.util.jar.Manifest (java.base@11.0.2)
 704:             1            384  java.util.logging.LogManager$Cleaner (java.logging@11.0.2)
 705:             8            384  javax.swing.text.html.HTMLEditorKit$InsertHTMLTextAction (java.desktop@11.0.2)
 706:             6            384  javax.swing.text.html.StyleSheet (java.desktop@11.0.2)
 707:             1            384  jdk.internal.misc.InnocuousThread (java.base@11.0.2)
 708:            12            384  sun.security.jca.ProviderConfig (java.base@11.0.2)
 709:            12            384  sun.swing.FilePane$1FilePaneAction (java.desktop@11.0.2)
 710:             1            376  adams.gui.core.AdjustableGridPanel
 711:             1            376  adams.gui.core.MultiPagePane$DetachablePage
 712:             1            376  adams.gui.flow.tab.StorageNamesTab
 713:             1            376  adams.gui.flow.tab.VariablesTab
 714:             1            376  java.lang.ref.Reference$ReferenceHandler (java.base@11.0.2)
 715:             1            368  adams.gui.chooser.TextFileChooser$FileEncodingPanel
 716:             1            368  adams.gui.scripting.ScriptingLogPanel
 717:            23            368  java.awt.font.TextAttribute (java.desktop@11.0.2)
 718:            15            360  java.util.concurrent.atomic.AtomicLong (java.base@11.0.2)
 719:             1            360  javax.swing.JToolBar (java.desktop@11.0.2)
 720:            21            352  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@11.0.2)
 721:             2            352  adams.flow.standalone.GridView
 722:             1            352  adams.gui.flow.ActorTreePanel
 723:             1            352  adams.gui.flow.tab.ActorHelpTab
 724:             1            352  adams.gui.flow.tab.ActorParametersTab
 725:             1            352  adams.gui.flow.tab.ActorTreeTab
 726:             1            352  adams.gui.flow.tab.GraphicalActorProcessorTab
 727:             1            352  adams.gui.flow.tab.RegisteredDisplaysTab
 728:            22            352  java.security.SecureClassLoader$CodeSourceKey (java.base@11.0.2)
 729:            22            352  java.util.concurrent.atomic.AtomicInteger (java.base@11.0.2)
 730:            11            352  javax.swing.text.Segment (java.desktop@11.0.2)
 731:            22            352  javax.swing.text.html.CSS$StringValue (java.desktop@11.0.2)
 732:             4            352  sun.swing.FilePane$DetailsTableRowSorter (java.desktop@11.0.2)
 733:             1            344  [Ljavax.swing.text.html.HTML$Attribute; (java.desktop@11.0.2)
 734:            20            336  [Ljava.lang.reflect.TypeVariable; (java.base@11.0.2)
 735:             3            336  [Lsun.font.EAttribute; (java.desktop@11.0.2)
 736:             5            336  [[Ljava.lang.String; (java.base@11.0.2)
 737:            14            336  adams.core.DateTimeType
 738:             6            336  adams.flow.source.valuedefinition.DefaultValueDefinition
 739:             7            336  java.awt.Component$BltSubRegionBufferStrategy (java.desktop@11.0.2)
 740:             6            336  java.nio.DirectLongBufferU (java.base@11.0.2)
 741:             7            336  java.nio.HeapByteBuffer (java.base@11.0.2)
 742:            21            336  java.util.regex.Pattern$$Lambda$119/0x0000000100167840 (java.base@11.0.2)
 743:            14            336  java.util.regex.Pattern$BmpCharPredicate$$Lambda$152/0x000000010025fc40 (java.base@11.0.2)
 744:            14            336  javax.swing.text.html.CSS$ColorValue (java.desktop@11.0.2)
 745:            14            336  javax.swing.text.html.CSS$FontFamily (java.desktop@11.0.2)
 746:             7            336  sun.font.CompositeStrike (java.desktop@11.0.2)
 747:             7            336  sun.java2d.pipe.PixelToParallelogramConverter (java.desktop@11.0.2)
 748:            21            336  sun.nio.ch.FileDispatcherImpl (java.base@11.0.2)
 749:             1            328  java.util.concurrent.ForkJoinPool (java.base@11.0.2)
 750:            10            320  adams.core.Index
 751:            10            320  adams.flow.sink.sequenceplotter.NullClickAction
 752:            10            320  adams.flow.sink.sequenceplotter.PassThrough
 753:            10            320  java.awt.GridLayout (java.desktop@11.0.2)
 754:             5            320  java.lang.ClassValue$ClassValueMap (java.base@11.0.2)
 755:             5            320  java.nio.DirectByteBufferR (java.base@11.0.2)
 756:            20            320  java.nio.channels.spi.AbstractInterruptibleChannel$1 (java.base@11.0.2)
 757:             8            320  java.text.DigitList (java.base@11.0.2)
 758:            10            320  java.util.regex.Pattern$Branch (java.base@11.0.2)
 759:             8            320  javax.swing.plaf.metal.MetalRootPaneUI (java.desktop@11.0.2)
 760:             5            320  javax.swing.text.DefaultStyledDocument$ElementBuffer (java.desktop@11.0.2)
 761:             2            320  sun.java2d.xr.XRSurfaceData$XRInternalSurfaceData (java.desktop@11.0.2)
 762:            10            320  sun.security.ssl.CertificateRequest$ClientCertificateType (java.base@11.0.2)
 763:             8            320  sun.swing.CachedPainter$PainterMultiResolutionCachedImage (java.desktop@11.0.2)
 764:             1            312  [Ljavax.swing.text.html.HTML$Tag; (java.desktop@11.0.2)
 765:            13            312  javax.swing.text.PlainView$FPMethodItem (java.desktop@11.0.2)
 766:             2            304  adams.flow.source.EnterManyValues
 767:            18            288  adams.core.MessageCollection
 768:            12            288  adams.core.PropertiesDataType
 769:             6            288  adams.core.logging.SimpleConsoleHandler
 770:             2            288  adams.flow.standalone.AbstractMultiView$ViewWrapper
 771:            12            288  java.awt.AlphaComposite (java.desktop@11.0.2)
 772:             9            288  java.awt.font.FontRenderContext (java.desktop@11.0.2)
 773:             3            288  java.net.SocksSocketImpl (java.base@11.0.2)
 774:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base@11.0.2)
 775:             9            288  java.util.logging.Level (java.logging@11.0.2)
 776:             9            288  java.util.logging.Level$KnownLevel (java.logging@11.0.2)
 777:             4            288  javax.swing.JSpinner$NumberEditorFormatter (java.desktop@11.0.2)
 778:            18            288  javax.swing.text.SimpleAttributeSet (java.desktop@11.0.2)
 779:             9            288  javax.swing.text.StyledEditorKit$FontSizeAction (java.desktop@11.0.2)
 780:            18            288  javax.swing.text.html.CSSBorder (java.desktop@11.0.2)
 781:             9            288  jdk.internal.logger.LazyLoggers$LazyLoggerAccessor (java.base@11.0.2)
 782:             9            288  jdk.internal.org.objectweb.asm.Type (java.base@11.0.2)
 783:             9            288  sun.awt.X11.XSizeHints (java.desktop@11.0.2)
 784:             9            288  sun.awt.X11.XWMHints (java.desktop@11.0.2)
 785:             9            288  sun.security.ssl.ProtocolVersion (java.base@11.0.2)
 786:             2            288  sun.security.ssl.SSLSessionImpl (java.base@11.0.2)
 787:            12            288  sun.swing.FilePane$DirectoriesFirstComparatorWrapper (java.desktop@11.0.2)
 788:             9            288  sun.swing.SwingUtilities2$$Lambda$36/0x0000000100149840 (java.desktop@11.0.2)
 789:             1            280  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@11.0.2)
 790:             1            280  [Lsun.security.ssl.SSLExtension; (java.base@11.0.2)
 791:             7            280  javax.swing.plaf.basic.BasicSplitPaneUI$BasicHorizontalLayoutManager (java.desktop@11.0.2)
 792:             2            272  [Ladams.gui.core.PropertiesParameterPanel$PropertyType;
 793:             2            272  adams.flow.control.ConditionalTrigger
 794:             2            272  adams.flow.control.IfThenElse
 795:            17            272  sun.awt.X11.XRepaintArea (java.desktop@11.0.2)
 796:            17            272  sun.invoke.util.ValueConversions$WrapperCache (java.base@11.0.2)
 797:            11            264  adams.data.spreadsheet.Cell$ContentType
 798:            11            264  java.awt.event.FocusEvent$Cause (java.desktop@11.0.2)
 799:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@11.0.2)
 800:            11            264  javax.swing.border.CompoundBorder (java.desktop@11.0.2)
 801:            11            264  javax.swing.tree.TreePath (java.desktop@11.0.2)
 802:             1            264  sun.awt.X11.XWindowPeer (java.desktop@11.0.2)
 803:            11            264  sun.security.util.DisabledAlgorithmConstraints$DisabledConstraint (java.base@11.0.2)
 804:             8            256  adams.core.logging.LoggingLevel
 805:             8            256  adams.flow.condition.bool.Expression
 806:             2            256  adams.flow.standalone.CallableActors
 807:             2            256  adams.flow.transformer.IncVariable
 808:             2            256  adams.flow.transformer.StringJoin
 809:             8            256  adams.gui.core.BaseTabbedPaneWithTabHiding$PageBackup
 810:             1            256  com.mysql.jdbc.MysqlIO
 811:            16            256  java.awt.ImageCapabilities (java.desktop@11.0.2)
 812:             8            256  java.lang.ClassValue$Entry (java.base@11.0.2)
 813:             8            256  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base@11.0.2)
 814:             4            256  java.text.DateFormatSymbols (java.base@11.0.2)
 815:            16            256  java.util.jar.Attributes (java.base@11.0.2)
 816:             8            256  javax.swing.text.DefaultEditorKit$NextVisualPositionAction (java.desktop@11.0.2)
 817:             8            256  javax.swing.text.html.CSS$BorderWidthValue (java.desktop@11.0.2)
 818:             8            256  sun.awt.X11.PropMwmHints (java.desktop@11.0.2)
 819:             8            256  sun.awt.X11.WindowDimensions (java.desktop@11.0.2)
 820:             4            256  sun.java2d.loops.RenderLoops (java.desktop@11.0.2)
 821:             8            256  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint (java.base@11.0.2)
 822:             8            240  [Ljava.awt.Component; (java.desktop@11.0.2)
 823:             3            240  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@11.0.2)
 824:             3            240  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@11.0.2)
 825:             2            240  [Lsun.nio.cs.CharsetMapping$Entry; (java.base@11.0.2)
 826:            10            240  adams.flow.core.CallableActorHelper
 827:             2            240  adams.flow.standalone.SetVariable
 828:             6            240  adams.gui.visualization.sequence.CircleHitDetector
 829:            10            240  java.awt.Window$WindowDisposerRecord (java.desktop@11.0.2)
 830:             3            240  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLIIL (java.base@11.0.2)
 831:             3            240  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLIIL (java.base@11.0.2)
 832:             6            240  java.lang.invoke.DirectMethodHandle$Interface (java.base@11.0.2)
 833:            10            240  java.nio.charset.CoderResult (java.base@11.0.2)
 834:            10            240  java.nio.file.StandardOpenOption (java.base@11.0.2)
 835:            10            240  java.security.CryptoPrimitive (java.base@11.0.2)
 836:             3            240  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@11.0.2)
 837:            10            240  javax.swing.plaf.basic.BasicSplitPaneDivider$OneTouchActionHandler (java.desktop@11.0.2)
 838:             5            240  javax.swing.text.FlowView$LogicalView (java.desktop@11.0.2)
 839:            10            240  javax.swing.text.StyleContext$FontKey (java.desktop@11.0.2)
 840:            10            240  sun.awt.SunHints$Key (java.desktop@11.0.2)
 841:             6            240  sun.awt.X11.XCustomCursor (java.desktop@11.0.2)
 842:             5            240  sun.java2d.loops.DrawParallelogram (java.desktop@11.0.2)
 843:             5            240  sun.java2d.loops.FillParallelogram (java.desktop@11.0.2)
 844:             3            240  sun.net.www.protocol.jar.URLJarFile (java.base@11.0.2)
 845:             2            232  [Lsun.security.ssl.SupportedGroupsExtension$NamedGroup; (java.base@11.0.2)
 846:             4            224  [Ljava.lang.Thread; (java.base@11.0.2)
 847:             5            224  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@11.0.2)
 848:            14            224  adams.flow.core.CallableActorReference
 849:             2            224  adams.flow.source.Variable
 850:             2            224  adams.flow.transformer.ArrayToSequence
 851:             2            224  adams.flow.transformer.MapToVariables
 852:             2            224  adams.flow.transformer.StringMatcher
 853:             2            224  adams.flow.transformer.StringSplit
 854:             2            224  adams.flow.transformer.TextFileReader
 855:             7            224  adams.gui.visualization.core.axis.Type
 856:             4            224  adams.gui.visualization.sequence.LinePaintlet
 857:             7            224  com.jidesoft.plaf.basic.BasicJideButtonListener
 858:             7            224  javax.swing.BufferStrategyPaintManager$BufferInfo (java.desktop@11.0.2)
 859:            14            224  javax.swing.UIDefaults$LazyInputMap (java.desktop@11.0.2)
 860:             7            224  javax.swing.text.JTextComponent$DefaultKeymap (java.desktop@11.0.2)
 861:            14            224  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@11.0.2)
 862:             4            224  sun.awt.X11.XSelection (java.desktop@11.0.2)
 863:             7            224  sun.awt.im.CompositionAreaHandler (java.desktop@11.0.2)
 864:             4            224  sun.security.util.MemoryCache$SoftCacheEntry (java.base@11.0.2)
 865:             3            216  com.mysql.jdbc.ConnectionPropertiesImpl$MemorySizeConnectionProperty
 866:             3            216  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLIIL (java.base@11.0.2)
 867:             9            216  java.nio.file.attribute.PosixFilePermission (java.base@11.0.2)
 868:             3            216  java.security.SecureRandom (java.base@11.0.2)
 869:             3            216  java.util.concurrent.ThreadPoolExecutor (java.base@11.0.2)
 870:             9            216  java.util.regex.Pattern$CharPropertyGreedy (java.base@11.0.2)
 871:             9            216  javax.crypto.spec.DHParameterSpec (java.base@11.0.2)
 872:             9            216  javax.swing.AncestorNotifier (java.desktop@11.0.2)
 873:             9            216  javax.swing.DefaultListModel (java.desktop@11.0.2)
 874:             9            216  javax.swing.plaf.basic.BasicComboBoxUI$DefaultKeySelectionManager (java.desktop@11.0.2)
 875:             9            216  javax.swing.plaf.metal.MetalComboBoxEditor$UIResource (java.desktop@11.0.2)
 876:             9            216  javax.swing.plaf.metal.MetalComboBoxUI$MetalComboBoxLayoutManager (java.desktop@11.0.2)
 877:             9            216  javax.swing.plaf.metal.MetalComboBoxUI$MetalPropertyChangeListener (java.desktop@11.0.2)
 878:             9            216  sun.awt.OSInfo$WindowsVersion (java.desktop@11.0.2)
 879:             9            216  sun.awt.im.InputMethodLocator (java.desktop@11.0.2)
 880:             9            216  sun.font.FontDesignMetrics$MetricsKey (java.desktop@11.0.2)
 881:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base@11.0.2)
 882:             9            216  sun.util.logging.PlatformLogger$Level (java.base@11.0.2)
 883:            13            208  adams.core.base.BaseCharset
 884:            13            208  adams.gui.action.AbstractPropertiesCheckBoxMenuItemAction$1
 885:            13            208  java.util.Collections$SingletonSet (java.base@11.0.2)
 886:            13            208  java.util.LinkedHashMap$LinkedEntrySet (java.base@11.0.2)
 887:             1            208  javax.swing.ImageIcon$2$1 (java.desktop@11.0.2)
 888:             1            208  javax.swing.ImageIcon$3 (java.desktop@11.0.2)
 889:             1            208  javax.swing.plaf.metal.MetalTabbedPaneUI (java.desktop@11.0.2)
 890:             2            208  javax.swing.text.ParagraphView$Row (java.desktop@11.0.2)
 891:             1            208  sun.java2d.SunGraphics2D (java.desktop@11.0.2)
 892:             2            208  sun.util.calendar.ImmutableGregorianDate (java.base@11.0.2)
 893:             2            200  [Ljava.text.DateFormat$Field; (java.base@11.0.2)
 894:             5            200  java.awt.Cursor (java.desktop@11.0.2)
 895:             5            200  java.lang.invoke.DirectMethodHandle$Constructor (java.base@11.0.2)
 896:             5            200  java.util.EnumMap (java.base@11.0.2)
 897:             5            200  java.util.stream.StreamOpFlag (java.base@11.0.2)
 898:             5            200  javax.swing.plaf.basic.BasicTextAreaUI (java.desktop@11.0.2)
 899:             5            200  sun.security.ssl.CipherSuite$MacAlg (java.base@11.0.2)
 900:             6            192  adams.core.io.MessageDigestType
 901:             4            192  adams.data.conversion.StringToDouble
 902:             4            192  adams.data.io.input.LineArrayTextReader
 903:             6            192  adams.flow.execution.ExecutionStage
 904:             8            192  adams.flow.transformer.FileInfo$InfoType
 905:             6            192  adams.gui.visualization.sequence.metadatacolor.Dummy
 906:            12            192  adams.parser.BooleanExpressionText
 907:             8            192  java.lang.NamedPackage (java.base@11.0.2)
 908:            12            192  java.lang.ThreadLocal (java.base@11.0.2)
 909:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@11.0.2)
 910:             8            192  java.math.RoundingMode (java.base@11.0.2)
 911:             8            192  javax.swing.DropMode (java.desktop@11.0.2)
 912:             8            192  javax.swing.plaf.DimensionUIResource (java.desktop@11.0.2)
 913:             4            192  javax.swing.plaf.basic.BasicDirectoryModel (java.desktop@11.0.2)
 914:             2            192  javax.swing.plaf.basic.BasicHTML$BasicDocument (java.desktop@11.0.2)
 915:             8            192  javax.swing.plaf.basic.BasicRootPaneUI$RootPaneInputMap (java.desktop@11.0.2)
 916:             6            192  javax.swing.text.DefaultStyledDocument$AbstractChangeHandler$DocReference (java.desktop@11.0.2)
 917:             6            192  javax.swing.text.html.CSS$BackgroundPosition (java.desktop@11.0.2)
 918:             2            192  javax.swing.text.html.HTMLDocument (java.desktop@11.0.2)
 919:             3            192  javax.swing.text.html.HTMLEditorKit (java.desktop@11.0.2)
 920:             4            192  sun.java2d.xr.XRMaskBlit (java.desktop@11.0.2)
 921:             6            192  sun.security.ssl.SSLKeyExchange$T12KeyAgreement (java.base@11.0.2)
 922:             6            192  sun.security.util.MemoryCache (java.base@11.0.2)
 923:             6            192  sun.security.x509.AlgorithmId (java.base@11.0.2)
 924:             4            192  sun.security.x509.X500Name (java.base@11.0.2)
 925:             1            176  [Ljava.sql.JDBCType; (java.sql@11.0.2)
 926:            11            176  java.text.NumberFormat$Field (java.base@11.0.2)
 927:             2            176  java.util.jar.JarVerifier (java.base@11.0.2)
 928:             7            168  [Ljava.awt.image.VolatileImage; (java.desktop@11.0.2)
 929:             1            168  [[Ljava.math.BigInteger; (java.base@11.0.2)
 930:             7            168  java.awt.BufferCapabilities (java.desktop@11.0.2)
 931:             7            168  java.io.ExpiringCache$Entry (java.base@11.0.2)
 932:             7            168  java.lang.System$Logger$Level (java.base@11.0.2)
 933:             7            168  java.lang.invoke.VarForm (java.base@11.0.2)
 934:             7            168  java.net.NetPermission (java.base@11.0.2)
 935:             7            168  java.util.Date (java.base@11.0.2)
 936:             7            168  java.util.regex.Pattern$BitClass (java.base@11.0.2)
 937:             7            168  javax.swing.text.StyleContext$SmallAttributeSet (java.desktop@11.0.2)
 938:             7            168  javax.swing.text.html.StyleSheet$SearchBuffer (java.desktop@11.0.2)
 939:             3            168  javax.swing.tree.VariableHeightLayoutCache (java.desktop@11.0.2)
 940:             3            168  sun.security.provider.SHA (java.base@11.0.2)
 941:             8            160  [Ladams.core.VariableName;
 942:             3            160  [Ljava.util.logging.Level; (java.logging@11.0.2)
 943:             1            160  [Ljavax.swing.text.TabStop; (java.desktop@11.0.2)
 944:             5            160  [[Lsun.awt.FontDescriptor; (java.desktop@11.0.2)
 945:             5            160  adams.core.BusinessDays
 946:            10            160  adams.core.base.BaseText
 947:             4            160  adams.gui.visualization.sequence.LineHitDetector
 948:             2            160  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLIILLLL (java.base@11.0.2)
 949:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@11.0.2)
 950:             5            160  java.util.ImmutableCollections$MapN (java.base@11.0.2)
 951:            10            160  java.util.regex.Pattern$BranchConn (java.base@11.0.2)
 952:             5            160  javax.imageio.spi.SubRegistry (java.desktop@11.0.2)
 953:             4            160  javax.swing.SpinnerNumberModel (java.desktop@11.0.2)
 954:             4            160  javax.swing.plaf.basic.BasicFormattedTextFieldUI (java.desktop@11.0.2)
 955:             4            160  javax.swing.plaf.metal.MetalFileChooserUI$DirectoryComboBoxModel (java.desktop@11.0.2)
 956:             4            160  javax.swing.text.WrappedPlainView$WrappedLine (java.desktop@11.0.2)
 957:            10            160  sun.awt.X11.XAtomList (java.desktop@11.0.2)
 958:             1            160  sun.awt.X11FontManager (java.desktop@11.0.2)
 959:             5            160  sun.java2d.xr.XRColor (java.desktop@11.0.2)
 960:             5            160  sun.security.ssl.ContentType (java.base@11.0.2)
 961:             5            160  sun.security.ssl.X509Authentication (java.base@11.0.2)
 962:            10            160  sun.security.util.ECParameters (java.base@11.0.2)
 963:             2            160  sun.security.x509.X509CertImpl (java.base@11.0.2)
 964:             4            160  sun.swing.FilePane$1 (java.desktop@11.0.2)
 965:             4            160  sun.swing.FilePane$DetailsTableModel (java.desktop@11.0.2)
 966:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@11.0.2)
 967:             5            160  sun.util.locale.provider.LocaleResources (java.base@11.0.2)
 968:             2            144  [Ljava.awt.Cursor; (java.desktop@11.0.2)
 969:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@11.0.2)
 970:             1            144  [Ljava.util.concurrent.ForkJoinTask$ExceptionNode; (java.base@11.0.2)
 971:             6            144  [Ljavax.swing.text.Position$Bias; (java.desktop@11.0.2)
 972:             9            144  adams.core.logging.LevelComparator
 973:             6            144  adams.data.statistics.ArrayHistogram$BinCalculation
 974:             6            144  adams.flow.control.PlotContainerUpdater$PlotContainerValue
 975:             1            144  adams.flow.control.SubProcess
 976:             6            144  adams.flow.core.VariableValueType
 977:             6            144  adams.flow.execution.debug.View
 978:             3            144  adams.gui.core.DelayedActionRunnable
 979:             6            144  adams.gui.event.PaintEvent$PaintMoment
 980:             6            144  adams.gui.flow.FlowEditorPanel$$Lambda$245/0x00000001009ef040
 981:             6            144  adams.gui.flow.FlowMultiPagePane$FlowPanelFilter
 982:             6            144  adams.gui.flow.tab.FlowTabManager$7
 983:             1            144  adams.gui.scripting.SyntaxDocument
 984:             3            144  java.awt.dnd.DropTarget (java.desktop@11.0.2)
 985:             3            144  java.io.BufferedReader (java.base@11.0.2)
 986:             3            144  java.lang.ThreadGroup (java.base@11.0.2)
 987:             6            144  java.lang.invoke.StringConcatFactory$Strategy (java.base@11.0.2)
 988:             3            144  java.nio.HeapCharBuffer (java.base@11.0.2)
 989:             3            144  java.util.concurrent.LinkedBlockingQueue (java.base@11.0.2)
 990:             9            144  java.util.logging.ErrorManager (java.logging@11.0.2)
 991:             6            144  javax.net.ssl.SSLEngineResult$HandshakeStatus (java.base@11.0.2)
 992:             9            144  javax.swing.JComboBox$1 (java.desktop@11.0.2)
 993:             3            144  javax.swing.JEditorPane$1 (java.desktop@11.0.2)
 994:             9            144  javax.swing.plaf.basic.BasicComboBoxUI$Handler (java.desktop@11.0.2)
 995:             9            144  javax.swing.plaf.basic.BasicComboPopup$Handler (java.desktop@11.0.2)
 996:             6            144  javax.swing.plaf.basic.BasicFileChooserUI$Handler (java.desktop@11.0.2)
 997:             3            144  javax.swing.plaf.basic.BasicTreeUI$Handler (java.desktop@11.0.2)
 998:             9            144  javax.swing.plaf.metal.MetalComboBoxEditor$EditorBorder (java.desktop@11.0.2)
 999:             9            144  javax.swing.plaf.metal.MetalComboBoxIcon (java.desktop@11.0.2)
1000:             6            144  javax.swing.plaf.metal.MetalLookAndFeel$FontActiveValue (java.desktop@11.0.2)
1001:             9            144  javax.swing.text.StyleConstants$ParagraphConstants (java.desktop@11.0.2)
1002:             6            144  javax.swing.text.html.CSS (java.desktop@11.0.2)
1003:             6            144  javax.swing.text.html.CSS$BackgroundImage (java.desktop@11.0.2)
1004:             9            144  jdk.internal.logger.LazyLoggers$JdkLazyLogger (java.base@11.0.2)
1005:             6            144  jdk.internal.perf.PerfCounter (java.base@11.0.2)
1006:             2            144  sun.awt.X11.XClipboard (java.desktop@11.0.2)
1007:             6            144  sun.awt.util.IdentityArrayList (java.desktop@11.0.2)
1008:             3            144  sun.font.CMap$CMapFormat12 (java.desktop@11.0.2)
1009:             2            144  sun.nio.cs.DoubleByte$Encoder_DBCSONLY (java.base@11.0.2)
1010:             3            144  sun.nio.cs.StreamDecoder (java.base@11.0.2)
1011:             3            144  sun.nio.cs.UTF_8$Encoder (java.base@11.0.2)
1012:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator (java.base@11.0.2)
1013:             4            136  [Lsun.invoke.util.ValueConversions$WrapperCache; (java.base@11.0.2)
1014:             4            128  [Ljava.util.Comparator; (java.base@11.0.2)
1015:             2            128  [Lsun.awt.image.BufferedImageGraphicsConfig; (java.desktop@11.0.2)
1016:             4            128  [Lsun.awt.shell.ShellFolderColumnInfo; (java.desktop@11.0.2)
1017:             4            128  adams.core.io.FlowFile
1018:             4            128  adams.data.io.output.NullWriter
1019:             4            128  adams.data.report.DataType
1020:             4            128  adams.flow.execution.NullListener
1021:             1            128  adams.flow.source.SequenceSource
1022:             1            128  adams.flow.standalone.Standalones
1023:             4            128  adams.gui.application.UserMode
1024:             2            128  adams.gui.flow.tree.CellEditor
1025:             2            128  adams.gui.flow.tree.SelectionModel
1026:             4            128  adams.gui.visualization.core.plot.Axis
1027:             2            128  com.sun.crypto.provider.CipherCore (java.base@11.0.2)
1028:             2            128  java.io.ExpiringCache$1 (java.base@11.0.2)
1029:             4            128  java.lang.ProcessImpl$Platform (java.base@11.0.2)
1030:             2            128  java.text.SimpleDateFormat (java.base@11.0.2)
1031:             4            128  java.util.regex.Pattern$BnM (java.base@11.0.2)
1032:             2            128  javax.crypto.Cipher (java.base@11.0.2)
1033:             2            128  javax.swing.JRootPane$1 (java.desktop@11.0.2)
1034:             8            128  javax.swing.JRootPane$RootLayout (java.desktop@11.0.2)
1035:             8            128  javax.swing.plaf.basic.BasicBorders$MarginBorder (java.desktop@11.0.2)
1036:             4            128  javax.swing.plaf.basic.BasicFileChooserUI$ApproveSelectionAction (java.desktop@11.0.2)
1037:             4            128  javax.swing.plaf.basic.BasicFileChooserUI$CancelSelectionAction (java.desktop@11.0.2)
1038:             4            128  javax.swing.plaf.basic.BasicFileChooserUI$ChangeToParentDirectoryAction (java.desktop@11.0.2)
1039:             4            128  javax.swing.plaf.basic.BasicFileChooserUI$GoHomeAction (java.desktop@11.0.2)
1040:             4            128  javax.swing.plaf.basic.BasicFileChooserUI$UpdateAction (java.desktop@11.0.2)
1041:             4            128  javax.swing.plaf.metal.MetalFileChooserUI$DirectoryComboBoxAction (java.desktop@11.0.2)
